movieId,title,genres,imdbId,tmdbId,avg_rating,rating_count,original_language,original_title,popularity,release_date,runtime,vote_average,poster_url
719,Multiplicity (1996),Comedy,117108,9304.0,2.9625140572285393,8003.0,en,Multiplicity,1.746,1996-07-19,117,5.792,https://image.tmdb.org/t/p/w500/rlG2vi85uSEwWigVTtqDecVFTxR.jpg
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,118114,503475.0,4.094809568044589,8612.0,en,Wallace & Gromit: The Best of Aardman Animation,0.5844,1996-06-14,75,7.6,https://image.tmdb.org/t/p/w500/tWkYclnnChwoMMBFECsEjd5hb77.jpg
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,113270,73183.0,3.6203438395415475,349.0,en,"The Haunted World of Edward D. Wood, Jr.",0.3072,1996-05-01,112,7.6,https://image.tmdb.org/t/p/w500/gWbwYJIRisTiur9aqMQKSHkiGTB.jpg
723,Two Friends (1986),Drama,92123,123067.0,3.269230769230769,39.0,en,Two Friends,1.764,1986-05-13,78,6.0,https://image.tmdb.org/t/p/w500/AuXOXyg6uYFkvQoTB617mq7sQPg.jpg
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,115963,9100.0,3.0991657977059437,9590.0,en,The Craft,3.2815,1996-05-03,101,6.8,https://image.tmdb.org/t/p/w500/8bW2RdRkloYtEPhbQZN4wcdmJP4.jpg
725,"Great White Hype, The (1996)",Comedy,116448,20759.0,2.788497800125707,1591.0,en,The Great White Hype,0.6954,1996-05-03,91,5.255,https://image.tmdb.org/t/p/w500/yEPiu0mC4NqMHOoFLsC6CxQW34d.jpg
726,Last Dance (1996),Drama,116827,46063.0,3.1335174953959486,543.0,en,Last Dance,2.0968,1996-05-02,103,5.647,https://image.tmdb.org/t/p/w500/hsMe9TYfPs1VfpZs9xVLZBVGcES.jpg
727,War Stories (1995),Documentary,114894,365371.0,3.1458333333333335,24.0,en,War Stories Our Mothers Never Told Us,0.0646,1996-05-09,95,2.667,https://image.tmdb.org/t/p/w500/qak8Mk1flb1dQwnBRAC0RNxFsOt.jpg
728,Cold Comfort Farm (1995),Comedy,112701,32513.0,3.8035161744022505,3555.0,en,Cold Comfort Farm,0.6353,1995-01-01,95,6.8,https://image.tmdb.org/t/p/w500/fkPm7MQhn3YqcRDM9qFDKNHiw7D.jpg
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,113429,40651.0,3.423611111111111,144.0,en,"Institute Benjamenta, or This Dream People Call Human Life",3.9079,1995-08-01,104,7.7,https://image.tmdb.org/t/p/w500/sbAYYXZNY6iofJa1EfylnR9MrkC.jpg
731,Heaven's Prisoners (1996),Crime|Thriller,116508,36915.0,2.9158016147635526,867.0,en,Heaven's Prisoners,1.1386,1996-05-17,132,5.3,https://image.tmdb.org/t/p/w500/yUWVNHA3dVc1CmxNIcXZWqbqWc8.jpg
732,Original Gangstas (1996),Crime,117260,40507.0,2.80168776371308,237.0,en,Original Gangstas,1.3528,1996-05-10,99,5.6,https://image.tmdb.org/t/p/w500/uirrsTZmoPmscHZdyWz4tiXVqHE.jpg
733,"Rock, The (1996)",Action|Adventure|Thriller,117500,9802.0,3.67106294424475,37001.0,en,The Rock,6.8146,1996-06-07,137,7.138,https://image.tmdb.org/t/p/w500/eBcoxveWzzXQrCrwWMGAROcqgpP.jpg
734,Getting Away With Murder (1996),Comedy,116405,25697.0,2.591666666666667,60.0,en,Getting Away with Murder,0.4052,1996-04-12,88,4.6,https://image.tmdb.org/t/p/w500/zL9RbLQrhTyi60ZeXjc8hEIaTxf.jpg
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,109592,21588.0,3.518447348193697,1301.0,it,DellaMorte DellAmore,1.4791,1994-03-25,103,6.9,https://image.tmdb.org/t/p/w500/cI5AV3jCuxmoQp0N7Z16SI2b7Xk.jpg
736,Twister (1996),Action|Adventure|Romance|Thriller,117998,664.0,3.192043041200623,35315.0,en,Twister,5.8863,1996-05-10,113,6.5,https://image.tmdb.org/t/p/w500/d4ie3f6QTvNw40V770Uzo87SDZn.jpg
737,Barb Wire (1996),Action|Sci-Fi,115624,11867.0,2.0955271565495206,4695.0,en,Barb Wire,1.4693,1996-05-02,98,4.087,https://image.tmdb.org/t/p/w500/jW5TLptY7PL1Mllq1g1uMjwXLXT.jpg
738,"Garçu, Le (1995)",Drama,113145,47119.0,3.24,25.0,fr,Le Garçu,5.3492,1995-10-31,102,6.3,https://image.tmdb.org/t/p/w500/5JUEy8sDkzKp0Ok2G5KW2TCqYF4.jpg
739,Honey Moon (Honigmond) (1996),Comedy,116559,314352.0,1.9545454545454546,11.0,de,Honigmond,0.7811,1996-04-11,92,3.0,https://image.tmdb.org/t/p/w500/mIhqYGCfc2rIyJMQRDYdecQC1S8.jpg
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,113568,9323.0,3.9867991417109807,10719.0,ja,GHOST IN THE SHELL,6.9057,1995-11-18,83,7.9,https://image.tmdb.org/t/p/w500/9gC88zYUBARRSThcG93MvW14sqx.jpg
742,Thinner (1996),Horror|Thriller,117894,10280.0,2.746080760095012,2105.0,en,Thinner,4.4829,1996-10-25,92,5.886,https://image.tmdb.org/t/p/w500/nXqHqsQXA0jJpCaUsyre1Yw18oV.jpg
743,Spy Hard (1996),Comedy,117723,10535.0,2.7322223928735987,6511.0,en,Spy Hard,6.8276,1996-05-24,81,5.416,https://image.tmdb.org/t/p/w500/yoegp9XEG4YCbJJKR0wvm0BGYpG.jpg
744,Brothers in Trouble (1995),Drama,112586,124613.0,2.972972972972973,37.0,en,Brothers in Trouble,3.5849,1995-08-23,102,3.333,https://image.tmdb.org/t/p/w500/hzPSO1tehGTkqtJjc79ONicQnfJ.jpg
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,112691,532.0,4.095309810671257,13944.0,en,A Close Shave,2.3613,1996-03-07,30,7.579,https://image.tmdb.org/t/p/w500/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg
746,Force of Evil (1948),Film-Noir,40366,26744.0,3.719887955182073,357.0,en,Force of Evil,3.6553,1950-08-24,79,6.594,https://image.tmdb.org/t/p/w500/x33LVKf4yWdjMeczJkzE5sIw4VG.jpg
747,"Stupids, The (1996)",Comedy,117768,16299.0,2.3235823582358237,1111.0,en,The Stupids,4.4357,1996-08-08,94,4.768,https://image.tmdb.org/t/p/w500/uR0EPkE66y2DU21NOZAu6xtfpQL.jpg
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,115571,10547.0,3.168896022828607,5607.0,en,The Arrival,2.327,1996-05-31,115,6.0,https://image.tmdb.org/t/p/w500/3051CM0SZfZJ3oOJG8P0YERQl1w.jpg
749,"Man from Down Under, The (1943)",Drama,31612,245268.0,2.658536585365854,41.0,en,The Man from Down Under,0.3644,1943-08-04,103,6.5,https://image.tmdb.org/t/p/w500/vkduflNPvXr2NegyqV3OhOtxrnr.jpg
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,57012,935.0,4.2026804751751445,32830.0,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.5553,1964-01-29,95,8.125,https://image.tmdb.org/t/p/w500/6x7MzQ6BOMlRzam1StcmPO9v61g.jpg
751,Careful (1992),Comedy|Horror,103926,55613.0,3.446629213483146,178.0,en,Careful,2.3695,1992-09-30,100,5.857,https://image.tmdb.org/t/p/w500/qolQ7M5hpbBwcvpMpfeSMyU64rs.jpg
752,Vermont Is For Lovers (1992),Comedy|Documentary|Romance,105737,215107.0,2.817073170731707,41.0,en,Vermont Is for Lovers,0.16,1993-03-26,88,6.5,https://image.tmdb.org/t/p/w500/dBiufr6Xow23YvQjSRGgd0xAvu5.jpg
753,"Month by the Lake, A (1995)",Comedy|Drama|Romance,113849,41007.0,3.296692607003891,514.0,en,A Month by the Lake,0.6322,1995-09-11,92,5.619,https://image.tmdb.org/t/p/w500/cgoiGvNffe4tZC33x6RIQQiKIp9.jpg
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children,113188,35645.0,2.9361979166666665,384.0,en,Gold Diggers: The Secret of Bear Mountain,0.8839,1995-11-03,94,6.203,https://image.tmdb.org/t/p/w500/6USWKkOjS40KY19Q0gPEelEiDhc.jpg
755,Kim (1950),Children|Drama,42644,110465.0,3.358064516129032,155.0,en,Kim,4.0088,1950-12-07,113,6.482,https://image.tmdb.org/t/p/w500/naUTqET84gVJcn0e1AnA3eL05t1.jpg
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,109381,255546.0,3.1973684210526314,114.0,pt,Carmen Miranda: Bananas Is My Business,0.2868,1995-04-13,91,7.444,https://image.tmdb.org/t/p/w500/jL164jkcMO2A5BUUHu4KF70zXai.jpg
757,Ashes of Time (Dung che sai duk) (1994),Drama,109688,40751.0,3.5599369085173502,317.0,cn,東邪西毒,1.8664,1994-09-17,100,7.066,https://image.tmdb.org/t/p/w500/ciyEwAbvoMHPP3281cgSnfslu43.jpg
758,"Jar, The (Khomreh) (1992)",Drama,104606,275096.0,3.111111111111111,27.0,fa,Khomreh,0.0959,1992-04-01,86,7.3,https://image.tmdb.org/t/p/w500/rupg2QX2BAVlwbD6zMWxZa3kIO5.jpg
759,Maya Lin: A Strong Clear Vision (1994),Documentary,110480,85778.0,3.862021857923497,366.0,en,Maya Lin: A Strong Clear Vision,0.1984,1995-11-10,83,7.0,https://image.tmdb.org/t/p/w500/fqYvHdWNV84yF7zPV3ENHOZ2Jow.jpg
760,Stalingrad (1993),Drama|War,108211,11101.0,3.675803402646503,1058.0,de,Stalingrad,2.1843,1993-01-20,134,7.311,https://image.tmdb.org/t/p/w500/rB78VDAOK94KJWp9ofgE3GSQEor.jpg
761,"Phantom, The (1996)",Action|Adventure,117331,9826.0,2.7784650340823025,3961.0,en,The Phantom,1.9149,1996-06-06,100,5.277,https://image.tmdb.org/t/p/w500/8k8RSMkmGR9Lp6FbKtithM3KIQb.jpg
762,Striptease (1996),Comedy|Crime,117765,9879.0,2.394592163134746,10004.0,en,Striptease,4.8286,1996-06-28,115,5.554,https://image.tmdb.org/t/p/w500/4zMy6R7acotCmGoDk4sjzRtDwKn.jpg
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Comedy|Drama,116833,63564.0,3.0491803278688523,61.0,en,The Last of the High Kings,0.6214,1996-12-06,102,5.6,https://image.tmdb.org/t/p/w500/pSdzsYKg1wpmYpflD1ZEq5Cf9rd.jpg
764,Heavy (1995),Drama|Romance,113280,22621.0,3.353960396039604,606.0,en,Heavy,2.5655,1995-12-29,105,6.6,https://image.tmdb.org/t/p/w500/xo2KsY7hOHDqpgYlDStL56zmgaq.jpg
765,Jack (1996),Comedy|Drama,116669,7095.0,3.0109360518999075,5395.0,en,Jack,3.8024,1996-08-09,113,6.292,https://image.tmdb.org/t/p/w500/9W6UI8UQ4YdLCAaPFd0lcKJ1tX4.jpg
766,I Shot Andy Warhol (1996),Drama,116594,26890.0,3.4472817133443163,1821.0,en,I Shot Andy Warhol,0.747,1996-05-01,103,6.1,https://image.tmdb.org/t/p/w500/eF4iTAjunicLQyc6AdF7JNwSBOC.jpg
767,"Grass Harp, The (1995)",Comedy|Drama,113211,46732.0,3.5448504983388704,301.0,en,The Grass Harp,1.6775,1996-10-11,107,5.8,https://image.tmdb.org/t/p/w500/pcdi92LC26RW3zm97SwF3NXYTUr.jpg
768,Someone Else's America (1995),Drama,114494,124633.0,3.0441176470588234,34.0,sr,Tuđa Amerika,5.7847,1995-09-09,96,6.5,https://image.tmdb.org/t/p/w500/xtJfxmlIe3iRFFTP4TNFRwacVz.jpg
769,Marlene Dietrich: Shadow and Light (1996),Documentary,116992,581579.0,3.5592592592592593,135.0,en,Marlene Dietrich: Shadows and Light,0.5228,1996-04-02,52,0.0,https://image.tmdb.org/t/p/w500/faHxYNlQ7RGDtqmaNBpFf0HKozg.jpg
771,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",Comedy|Drama,94265,202425.0,3.3483870967741933,155.0,fr,La vie est belle,0.4216,1987-11-17,80,6.1,https://image.tmdb.org/t/p/w500/aWU6bdzk1vqmGhMTKixafxIEeBW.jpg
772,Quartier Mozart (1992),Comedy,105201,196940.0,2.9,35.0,fr,Quartier Mozart,0.1525,1992-05-26,80,5.2,https://image.tmdb.org/t/p/w500/399VYKyl8sBpz3MEDunsyfgAl1z.jpg
773,Touki Bouki (1973),Drama,70820,77771.0,3.5822784810126582,79.0,wo,Touki-Bouki,3.8965,1973-05-10,91,6.662,https://image.tmdb.org/t/p/w500/kcBYKHyg9GcQqa6DWq0AuQDhtPI.jpg
774,Wend Kuuni (a.k.a. God's Gift) (1982),Drama,84898,181083.0,2.6857142857142855,35.0,ff,Wênd Kûuni,0.378,1983-03-27,71,6.4,https://image.tmdb.org/t/p/w500/7t0xjFUqy4T9gcM9lKYle8tTIq3.jpg
775,Spirits of the Dead (1968),Horror|Mystery,63715,41225.0,2.9885057471264367,174.0,fr,Histoires extraordinaires,5.2684,1968-05-16,121,6.243,https://image.tmdb.org/t/p/w500/9HmCwfPG7URPSXSrmEAFN65VoWE.jpg
776,Babyfever (1994),Comedy|Drama,109191,188589.0,2.872340425531915,47.0,en,Babyfever,1.1785,1994-05-04,109,2.0,https://image.tmdb.org/t/p/w500/fFazehXwOoYhHITyNCi5GDRrWQa.jpg
777,Pharaoh's Army (1995),War,114122,87190.0,2.875,32.0,en,Pharaoh's Army,3.2819,1995-04-09,90,6.75,https://image.tmdb.org/t/p/w500/yhzCZwkiFYrOrvmMlz14HnV0cM5.jpg
778,Trainspotting (1996),Comedy|Crime|Drama,117951,627.0,4.008880265133275,35303.0,en,Trainspotting,6.4592,1996-02-23,94,7.96,https://image.tmdb.org/t/p/w500/y0HmDV0bZDTtXWHqqYYbT9XoshB.jpg
779,'Til There Was You (1997),Drama|Romance,118523,32872.0,2.842003853564547,519.0,en,'Til There Was You,1.3482,1997-05-30,113,3.9,https://image.tmdb.org/t/p/w500/ndbW89bKquf5gMXgncY2fCkrIa.jpg
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,116629,602.0,3.3810988396477004,57224.0,en,Independence Day,9.562,1996-06-25,145,6.897,https://image.tmdb.org/t/p/w500/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg
781,Stealing Beauty (1996),Drama,117737,14553.0,3.420905272981801,2143.0,en,Stealing Beauty,2.1571,1996-03-29,116,6.686,https://image.tmdb.org/t/p/w500/5ugxnyVmBK952bwOcE4M0szNimx.jpg
782,"Fan, The (1996)",Drama|Thriller,116277,9566.0,2.873005093378608,2945.0,en,The Fan,2.2792,1996-08-15,116,6.005,https://image.tmdb.org/t/p/w500/lu7CjP8YES5dJMCFg5O9o9jCkjl.jpg
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,116583,10545.0,3.268224373849724,12497.0,en,The Hunchback of Notre Dame,6.9027,1996-06-21,91,7.127,https://image.tmdb.org/t/p/w500/hImMgT9B27evYSRmfztqdDtX6qi.jpg
784,"Cable Guy, The (1996)",Comedy|Thriller,115798,9894.0,2.721300676687227,16699.0,en,The Cable Guy,3.4084,1996-06-10,96,5.995,https://image.tmdb.org/t/p/w500/YJt9l3RdrRohI95btQKPXwpdii.jpg
785,Kingpin (1996),Comedy,116778,11543.0,3.288088881233313,11611.0,en,Kingpin,2.8577,1996-07-04,114,6.525,https://image.tmdb.org/t/p/w500/rBA9UsiZ4SsBvJ7WmoO0WwNPiyg.jpg
786,Eraser (1996),Action|Drama|Thriller,116213,9268.0,3.1391211579493685,17341.0,en,Eraser,3.48,1996-06-21,115,6.087,https://image.tmdb.org/t/p/w500/uu2gBpFElDfxTI6BI9bT4pZ4kvw.jpg
787,"Gate of Heavenly Peace, The (1995)",Documentary,113147,52059.0,3.730769230769231,91.0,en,The Gate of Heavenly Peace,0.458,1995-10-14,180,7.9,https://image.tmdb.org/t/p/w500/a097YNBiTFR9eryZPylZ2INwExz.jpg
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,117218,9327.0,2.797352527133191,22021.0,en,The Nutty Professor,4.0824,1996-06-28,95,5.6,https://image.tmdb.org/t/p/w500/fMtb5aZoLRNbMnCkatFsTmPRfl5.jpg
789,"I, the Worst of All (Yo, la peor de todas) (1990)",Drama,100990,123763.0,3.0865384615384617,52.0,es,"Yo, la peor de todas",0.2828,1990-08-09,105,5.7,https://image.tmdb.org/t/p/w500/svqJY9yyrPl42UbFaSbANvcTY9C.jpg
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,111546,81949.0,3.513888888888889,108.0,fr,Un été inoubliable,0.7787,1994-06-15,82,5.84,https://image.tmdb.org/t/p/w500/aQeuQzrl1bU4lSz7qklkJEnZTAx.jpg
792,"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",Fantasy,93199,42005.0,2.9791666666666665,48.0,hu,"Hol volt, hol nem volt",1.3514,1987-05-07,97,5.0,https://image.tmdb.org/t/p/w500/h4OS61Kpd52ZqfvMIMGNdwiC2uB.jpg
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,106810,124306.0,3.206896551724138,116.0,fr,En compagnie d'Antonin Artaud,0.0794,1993-11-16,90,6.05,https://image.tmdb.org/t/p/w500/wDqebKxUMKbIzLKTKeCLXpK5QFW.jpg
794,Midnight Dancers (Sibak) (1994),Comedy|Drama,111180,183955.0,3.3846153846153846,104.0,tl,Sibak: Midnight Dancers,4.8117,1994-09-09,120,4.7,https://image.tmdb.org/t/p/w500/pIjJUGUptsElcaYmvld04ZPfw1O.jpg
795,Somebody to Love (1994),Drama,111237,44535.0,3.182242990654206,107.0,en,Somebody to Love,1.7709,1994-09-27,102,5.0,https://image.tmdb.org/t/p/w500/9ShSfdYCbDoPtgZpZ1MbkrexuIQ.jpg
796,"Very Natural Thing, A (1974)",Drama,72362,44495.0,2.967391304347826,46.0,en,A Very Natural Thing,0.9911,1974-06-26,86,7.105,https://image.tmdb.org/t/p/w500/nxHEvJU4Ae97gyTyi7TuGvusuXF.jpg
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,103207,78285.0,3.3434782608695652,115.0,fr,La Vieille qui marchait dans la mer,0.8662,1991-09-18,98,5.3,https://image.tmdb.org/t/p/w500/1neWsF03Ret9dSjF0wsKF7mZpKn.jpg
798,Daylight (1996),Action|Adventure|Drama|Thriller,116040,11228.0,2.8340662562298444,3411.0,en,Daylight,2.9532,1996-12-06,115,6.118,https://image.tmdb.org/t/p/w500/bRWNxtm3q0QvIIM52uQqRIEvpl2.jpg
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,116365,10779.0,3.365367316341829,6670.0,en,The Frighteners,2.5986,1996-07-19,110,6.917,https://image.tmdb.org/t/p/w500/zcJbCMwFLJdn5OLjhYwMVaSB32R.jpg
800,Lone Star (1996),Drama|Mystery|Western,116905,26748.0,4.053673859601202,7322.0,en,Lone Star,5.4576,1996-06-21,135,7.004,https://image.tmdb.org/t/p/w500/lBxY8znsRoqa9Dy2NCe8I6GPsRm.jpg
801,Harriet the Spy (1996),Children|Comedy,116493,38223.0,3.0077142857142856,1750.0,en,Harriet the Spy,0.9431,1996-07-10,101,6.0,https://image.tmdb.org/t/p/w500/spTUUMgIVm4gOdWL35IoYWEuZQl.jpg
802,Phenomenon (1996),Drama|Romance,117333,9294.0,3.4571418434683885,14093.0,en,Phenomenon,3.596,1996-07-05,123,6.469,https://image.tmdb.org/t/p/w500/roUYK9EXmgyDO48Qje7rZI4Qgav.jpg
803,Walking and Talking (1996),Comedy|Drama|Romance,118113,49963.0,3.567656765676568,606.0,en,Walking and Talking,1.9141,1996-07-17,86,6.057,https://image.tmdb.org/t/p/w500/m8JMJQUfGwGt7gse8aoduAcTYE.jpg
804,She's the One (1996),Comedy|Romance,117628,11363.0,3.0742530755711774,2276.0,en,She's the One,4.02,1996-08-26,96,5.4,https://image.tmdb.org/t/p/w500/wNd6qM8Qa8tLFOiUOiEivh0qBkH.jpg
805,"Time to Kill, A (1996)",Drama|Thriller,117913,1645.0,3.694589741587946,12809.0,en,A Time to Kill,5.8402,1996-07-24,149,7.4,https://image.tmdb.org/t/p/w500/w8UCke112E9jrhjKcwG32kyhTx5.jpg
806,American Buffalo (1996),Crime|Drama,115530,31546.0,3.1525573192239857,567.0,en,American Buffalo,4.6266,1996-09-13,88,5.371,https://image.tmdb.org/t/p/w500/tkIMquxwzMzZUrnAv43e3w0eX0F.jpg
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,114266,77056.0,3.279017857142857,224.0,fr,Les Rendez-vous de Paris,0.4501,1995-03-22,98,6.545,https://image.tmdb.org/t/p/w500/rCdlWdkwA4MMVNdEQFXQKgxqkzw.jpg
808,Alaska (1996),Adventure|Children,115493,36344.0,3.2162650602409637,830.0,en,Alaska,5.1463,1996-08-14,109,5.8,https://image.tmdb.org/t/p/w500/8TtnhRd4ls1xWzz3h9F5AyJuxil.jpg
809,Fled (1996),Action|Adventure,116320,18550.0,2.845991561181435,1422.0,en,Fled,3.9204,1996-07-19,98,5.57,https://image.tmdb.org/t/p/w500/5oGdTgWXCOKerrfdBxJrOlFyifL.jpg
810,Kazaam (1996),Children|Comedy|Fantasy,116756,11511.0,1.8151079136690647,2085.0,en,Kazaam,5.9644,1996-07-17,94,4.133,https://image.tmdb.org/t/p/w500/k6kXq27UVxf7zGCWSvygYYIp9eP.jpg
812,Magic Hunter (Büvös vadász) (1994),Drama,109356,172198.0,2.4594594594594597,37.0,hu,Bűvös vadász,0.2798,1994-10-23,106,4.333,https://image.tmdb.org/t/p/w500/wTQ77lqIwlJBz98IeCO4srTmT0B.jpg
813,Larger Than Life (1996),Comedy,116823,34170.0,2.7625250501002006,499.0,en,Larger Than Life,0.583,1996-07-26,93,5.5,https://image.tmdb.org/t/p/w500/jdpEVxE5IUQv1qEBxWcQM49qDF9.jpg
814,"Boy Called Hate, A (1995)",Drama,112568,281085.0,3.125,12.0,en,A Boy Called Hate,0.1368,1996-05-22,97,4.333,https://image.tmdb.org/t/p/w500/mbagWLUzEemKmiWnJNWGrU3SkWJ.jpg
815,Power 98 (1996),Action|Mystery|Thriller,114170,109478.0,2.0172413793103448,29.0,en,Power 98,0.214,1996-05-17,89,3.7,https://image.tmdb.org/t/p/w500/1BARdftn56ddElJsd0LfILe4Tg1.jpg
816,Two Deaths (1995),Drama,117999,124645.0,3.22972972972973,74.0,en,Two Deaths,4.5083,1996-06-14,102,5.0,https://image.tmdb.org/t/p/w500/l8hW8NMFRLKLzFu8XQMEl1lv6AI.jpg
818,"Very Brady Sequel, A (1996)",Comedy,118073,12606.0,2.6193450371370695,2962.0,en,A Very Brady Sequel,0.8594,1996-08-23,90,5.773,https://image.tmdb.org/t/p/w500/7xqOkzAQvXCLkDtmlWU6HZnOhru.jpg
819,Stefano Quantestorie (1993),Comedy|Drama,108220,69895.0,3.4482758620689653,58.0,it,Stefano Quantestorie,0.3051,1993-05-26,82,6.7,https://image.tmdb.org/t/p/w500/gxV6O7elYGvfzWmvzROq2NWtaG.jpg
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,49521,35206.0,2.852112676056338,71.0,fr,La Mort en ce jardin,0.7854,1956-09-21,105,6.362,https://image.tmdb.org/t/p/w500/3HSPxDE0rvvvklNxYqba8glk3S5.jpg
821,"Crude Oasis, The (1995)",Drama|Romance,112746,525936.0,2.9456521739130435,46.0,en,The Crude Oasis,0.2635,1995-07-07,81,3.0,https://image.tmdb.org/t/p/w500/1FrbZeFn5yhjlsfP4FkKV0lv8l.jpg
822,Hedd Wyn (1992),Drama|Romance|War,104403,151489.0,3.1857142857142855,35.0,cy,Hedd Wyn,3.153,1992-08-15,123,5.091,https://image.tmdb.org/t/p/w500/fkQJVqXittOKXTubdiID5cRFExr.jpg
823,"Collector, The (La collectionneuse) (1967)",Drama,61495,4837.0,3.386111111111111,180.0,fr,La Collectionneuse,7.339,1967-03-02,86,6.873,https://image.tmdb.org/t/p/w500/zErPp680oDKX3IILQqOgkeeaxWr.jpg
824,Kaspar Hauser (1993),Drama|Mystery,110246,12632.0,3.7977099236641223,393.0,de,Kaspar Hauser,2.9545,1993-09-11,139,6.1,https://image.tmdb.org/t/p/w500/7gA2f8X9bim0905iC5NMXCJh7OS.jpg
825,Regular Guys (Echte Kerle) (1996),Comedy|Romance,116164,9098.0,2.7916666666666665,24.0,de,Echte Kerle,0.257,1996-05-30,100,5.7,https://image.tmdb.org/t/p/w500/yh8IiyblpNt8QSK2r7FMStuI85q.jpg
827,"Convent, The (O Convento) (1995)",Drama,112716,124614.0,3.097560975609756,164.0,en,O Convento,3.1452,1995-09-06,91,5.2,https://image.tmdb.org/t/p/w500/tRo6ETYSdSW98u8SmCvKrG57jTG.jpg
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,115472,18975.0,3.1143583227445997,1574.0,en,The Adventures of Pinocchio,4.4218,1996-07-26,95,5.257,https://image.tmdb.org/t/p/w500/rGPFPkUmPam6arT22ey8jWpKzL2.jpg
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,116707,11962.0,2.6587506453278267,1937.0,en,Joe's Apartment,1.6562,1996-07-26,81,5.794,https://image.tmdb.org/t/p/w500/a06jrMRurcq7sYdhFK2LNs8bRt8.jpg
830,"First Wives Club, The (1996)",Comedy,116313,2925.0,3.0934836006357465,6921.0,en,The First Wives Club,4.3492,1996-09-20,102,6.701,https://image.tmdb.org/t/p/w500/2ApifgYnfdJUSmCKzTBrWOYYWsn.jpg
831,Stonewall (1995),Drama,114550,28628.0,3.515625,224.0,en,Stonewall,3.997,1995-12-26,99,5.7,https://image.tmdb.org/t/p/w500/pCkn7r7V9UFmtuREaKmaoI5OeeT.jpg
832,Ransom (1996),Crime|Thriller,117438,3595.0,3.4425968399592253,15696.0,en,Ransom,5.5753,1996-11-08,121,6.668,https://image.tmdb.org/t/p/w500/4nmOA5ZOY2VlHzwSlKY03sF2JUz.jpg
833,High School High (1996),Comedy,116531,9308.0,2.708692767086928,1507.0,en,High School High,1.8969,1996-10-25,86,5.449,https://image.tmdb.org/t/p/w500/rVaKt2stFzTfae2VEuTz3hlF3yC.jpg
834,Phat Beach (1996),Comedy,117332,92381.0,2.648780487804878,205.0,en,Phat Beach,4.9927,1996-08-02,89,4.982,https://image.tmdb.org/t/p/w500/qp0oxzhvQWfkVZ2Iy6uhklrT0g0.jpg
835,Foxfire (1996),Drama,116353,18555.0,3.1764408493427703,989.0,en,Foxfire,4.0276,1996-08-23,102,5.969,https://image.tmdb.org/t/p/w500/ywrSScJT43HerqWPlMu8nigLFzg.jpg
836,Chain Reaction (1996),Action|Adventure|Thriller,115857,12123.0,2.9058110448335577,5197.0,en,Chain Reaction,2.3775,1996-08-02,107,5.795,https://image.tmdb.org/t/p/w500/4ahjVHwXXsq5zK57ds8FwWY73MS.jpg
837,Matilda (1996),Children|Comedy|Fantasy,117008,10830.0,3.4511921458625525,7130.0,en,Matilda,9.6975,1996-08-02,98,7.168,https://image.tmdb.org/t/p/w500/wYoDpWInsBEVSmWStnRH06ddoyk.jpg
838,Emma (1996),Comedy|Drama|Romance,116191,3573.0,3.7704474380562907,8314.0,en,Emma,1.8656,1996-08-02,121,6.612,https://image.tmdb.org/t/p/w500/fM5goQ6c3uq3hzNJj3ZAFfTFkX9.jpg
839,"Crow: City of Angels, The (1996)",Action|Thriller,115986,10546.0,2.73327718960539,4156.0,en,The Crow: City of Angels,1.6432,1996-08-29,84,5.503,https://image.tmdb.org/t/p/w500/ppOoLiO2JY0BJQdixs08xrQuAA6.jpg
